city,year,weekofyear,total_cases
sj,2010,50,18
sj,2010,51,5
sj,2011,52,8
sj,2011,1,19
sj,2011,2,6
sj,2011,3,18
sj,2011,4,12
sj,2011,5,12
sj,2011,6,40
sj,2011,7,20
sj,2011,8,26
sj,2011,9,30
sj,2011,10,25
sj,2011,11,12
sj,2011,12,6
sj,2011,13,22
sj,2011,14,7
sj,2011,15,14
sj,2011,16,14
sj,2011,17,38
sj,2011,18,9
sj,2011,19,27
sj,2011,20,8
sj,2011,21,29
sj,2011,22,70
sj,2011,23,16
sj,2011,24,10
sj,2011,25,42
sj,2011,26,31
sj,2011,27,16
sj,2011,28,44
sj,2011,29,36
sj,2011,30,44
sj,2011,31,28
sj,2011,32,20
sj,2011,33,70
sj,2011,34,36
sj,2011,35,11
sj,2011,36,29
sj,2011,37,55
sj,2011,38,8
sj,2011,39,48
sj,2011,40,70
sj,2011,41,10
sj,2011,42,24
sj,2011,43,18
sj,2011,44,16
sj,2011,45,20
sj,2011,46,13
sj,2011,47,37
sj,2011,48,69
sj,2011,49,8
sj,2011,50,42
sj,2011,51,30
sj,2012,52,27
sj,2012,1,24
sj,2012,2,24
sj,2012,3,10
sj,2012,4,16
sj,2012,5,20
sj,2012,6,20
sj,2012,7,10
sj,2012,8,20
sj,2012,9,7
sj,2012,10,10
sj,2012,11,16
sj,2012,12,14
sj,2012,13,40
sj,2012,14,9
sj,2012,15,46
sj,2012,16,34
sj,2012,17,8
sj,2012,18,18
sj,2012,19,24
sj,2012,20,20
sj,2012,21,44
sj,2012,22,45
sj,2012,23,32
sj,2012,24,30
sj,2012,25,218
sj,2012,26,30
sj,2012,27,45
sj,2012,28,52
sj,2012,29,20
sj,2012,30,51
sj,2012,31,86
sj,2012,32,28
sj,2012,33,66
sj,2012,34,70
sj,2012,35,27
sj,2012,36,10
sj,2012,37,8
sj,2012,38,8
sj,2012,39,70
sj,2012,40,23
sj,2012,41,10
sj,2012,42,64
sj,2012,43,36
sj,2012,44,78
sj,2012,45,60
sj,2012,46,22
sj,2012,47,19
sj,2012,48,18
sj,2012,49,42
sj,2012,50,34
sj,2012,51,31
sj,2013,1,15
sj,2013,2,10
sj,2013,3,35
sj,2013,4,35
sj,2013,5,27
sj,2013,6,20
sj,2013,7,16
sj,2013,8,8
sj,2013,9,23
sj,2013,10,14
sj,2013,11,16
sj,2013,12,15
sj,2013,13,4
sj,2013,14,167
sj,2013,15,6
sj,2013,16,14
sj,2013,17,64
iq,2010,26,4
iq,2010,27,2
iq,2010,28,6
iq,2010,29,0
iq,2010,30,0
iq,2010,31,12
iq,2010,32,4
iq,2010,33,5
iq,2010,34,12
iq,2010,35,0
iq,2010,36,4
iq,2010,37,0
iq,2010,38,6
iq,2010,39,0
iq,2010,40,0
iq,2010,41,10
iq,2010,42,4
iq,2010,43,4
iq,2010,44,4
iq,2010,45,4
iq,2010,46,4
iq,2010,47,10
iq,2010,48,4
iq,2010,49,0
iq,2010,50,1
iq,2010,51,12
iq,2011,52,16
iq,2011,1,6
iq,2011,2,2
iq,2011,3,6
iq,2011,4,6
iq,2011,5,4
iq,2011,6,6
iq,2011,7,29
iq,2011,8,0
iq,2011,9,16
iq,2011,10,11
iq,2011,11,4
iq,2011,12,4
iq,2011,13,14
iq,2011,14,7
iq,2011,15,1
iq,2011,16,8
iq,2011,17,9
iq,2011,18,8
iq,2011,19,4
iq,2011,20,8
iq,2011,21,5
iq,2011,22,5
iq,2011,23,6
iq,2011,24,8
iq,2011,25,3
iq,2011,26,0
iq,2011,27,8
iq,2011,28,7
iq,2011,29,10
iq,2011,30,2
iq,2011,31,3
iq,2011,32,0
iq,2011,33,4
iq,2011,34,1
iq,2011,35,2
iq,2011,36,4
iq,2011,37,0
iq,2011,38,2
iq,2011,39,13
iq,2011,40,3
iq,2011,41,8
iq,2011,42,6
iq,2011,43,6
iq,2011,44,10
iq,2011,45,41
iq,2011,46,3
iq,2011,47,6
iq,2011,48,4
iq,2011,49,12
iq,2011,50,14
iq,2011,51,7
iq,2012,52,6
iq,2012,1,6
iq,2012,2,0
iq,2012,3,8
iq,2012,4,6
iq,2012,5,2
iq,2012,6,3
iq,2012,7,2
iq,2012,8,12
iq,2012,9,6
iq,2012,10,1
iq,2012,11,0
iq,2012,12,24
iq,2012,13,2
iq,2012,14,6
iq,2012,15,8
iq,2012,16,15
iq,2012,17,14
iq,2012,18,2
iq,2012,19,2
iq,2012,20,8
iq,2012,21,4
iq,2012,22,0
iq,2012,23,0
iq,2012,24,2
iq,2012,25,10
iq,2012,26,5
iq,2012,27,4
iq,2012,28,1
iq,2012,29,12
iq,2012,30,1
iq,2012,31,0
iq,2012,32,4
iq,2012,33,6
iq,2012,34,6
iq,2012,35,1
iq,2012,36,1
iq,2012,37,4
iq,2012,38,6
iq,2012,39,10
iq,2012,40,2
iq,2012,41,4
iq,2012,42,13
iq,2012,43,5
iq,2012,44,7
iq,2012,45,0
iq,2012,46,8
iq,2012,47,6
iq,2012,48,3
iq,2012,49,9
iq,2012,50,2
iq,2012,51,15
iq,2013,1,12
iq,2013,2,6
iq,2013,3,4
iq,2013,4,26
iq,2013,5,18
iq,2013,6,8
iq,2013,7,7
iq,2013,8,8
iq,2013,9,6
iq,2013,10,15
iq,2013,11,12
iq,2013,12,22
iq,2013,13,7
iq,2013,14,8
iq,2013,15,17
iq,2013,16,6
iq,2013,17,6
iq,2013,18,4
iq,2013,19,8
iq,2013,20,18
iq,2013,21,15
iq,2013,22,10
iq,2013,23,2
iq,2013,24,2
iq,2013,25,2
iq,2013,26,1
