city,year,weekofyear,total_cases
sj,1992,39,74
sj,1992,40,62
sj,1992,41,72
sj,1992,42,59
sj,1992,43,47
sj,1992,44,50
sj,1992,45,50
sj,1992,46,33
sj,1992,47,41
sj,1992,48,48
sj,1992,49,46
sj,1992,50,42
sj,1992,51,29
sj,1992,52,27
sj,1993,53,22
sj,1993,1,35
sj,1993,2,26
sj,1993,3,28
sj,1993,4,28
sj,1993,5,33
sj,1993,6,26
sj,1993,7,15
sj,1993,8,14
sj,1993,9,20
sj,1993,10,20
sj,1993,11,12
sj,1993,12,13
sj,1993,13,14
sj,1993,14,14
sj,1993,15,12
sj,1993,16,13
sj,1993,17,18
sj,1993,18,23
sj,1993,19,17
sj,1993,20,20
sj,1993,21,35
sj,1993,22,29
sj,1993,23,50
sj,1993,24,26
sj,1993,25,31
sj,1993,26,27
sj,1993,27,25
sj,1993,28,19
sj,1993,29,25
sj,1993,30,39
sj,1993,31,21
sj,1993,32,32
sj,1993,33,28
sj,1993,34,18
sj,1993,35,30
sj,1993,36,32
sj,1993,37,29
sj,1993,38,25
sj,1993,39,27
sj,1993,40,31
sj,1993,41,29
sj,1993,42,39
sj,1993,43,38
sj,1993,44,39
sj,1993,45,40
sj,1993,46,35
sj,1993,47,46
sj,1993,48,39
sj,1993,49,35
sj,1993,50,32
sj,1993,51,26
sj,1994,52,31
sj,1994,1,25
sj,1994,2,25
sj,1994,3,29
sj,1994,4,27
sj,1994,5,33
sj,1994,6,25
sj,1994,7,30
sj,1994,8,32
sj,1994,9,29
sj,1994,10,24
sj,1994,11,19
sj,1994,12,20
sj,1994,13,25
sj,1994,14,17
sj,1994,15,20
sj,1994,16,18
sj,1994,17,17
sj,1994,18,17
sj,1994,19,24
sj,1994,20,27
sj,1994,21,28
sj,1994,22,34
sj,1994,23,31
sj,1994,24,86
sj,1994,25,36
sj,1994,26,38
sj,1994,27,52
sj,1994,28,39
sj,1994,29,51
sj,1994,30,71
sj,1994,31,75
sj,1994,32,57
sj,1994,33,68
sj,1994,34,85
sj,1994,35,127
sj,1994,36,129
sj,1994,37,202
sj,1994,38,289
sj,1994,39,352
sj,1994,40,343
sj,1994,41,417
sj,1994,42,361
sj,1994,43,303
sj,1994,44,279
sj,1994,45,297
sj,1994,46,323
sj,1994,47,301
sj,1994,48,203
sj,1994,49,170
sj,1994,50,172
sj,1994,51,89
sj,1995,52,111
sj,1995,1,65
sj,1995,2,52
sj,1995,3,42
sj,1995,4,38
sj,1995,5,32
sj,1995,6,23
sj,1995,7,17
sj,1995,8,20
sj,1995,9,20
sj,1995,10,16
sj,1995,11,19
sj,1995,12,16
sj,1995,13,14
sj,1995,14,17
sj,1995,15,8
sj,1995,16,7
sj,1995,17,11
sj,1995,18,21
sj,1995,19,12
sj,1995,20,8
sj,1995,21,7
sj,1995,22,22
sj,1995,23,33
sj,1995,24,16
sj,1995,25,18
sj,1995,26,22
sj,1995,27,21
sj,1995,28,30
sj,1995,29,27
sj,1995,30,34
sj,1995,31,45
sj,1995,32,23
sj,1995,33,42
sj,1995,34,29
sj,1995,35,32
sj,1995,36,44
sj,1995,37,55
sj,1995,38,56
sj,1995,39,35
sj,1995,40,33
sj,1995,41,31
sj,1995,42,34
sj,1995,43,53
sj,1995,44,47
sj,1995,45,33
sj,1995,46,28
sj,1995,47,29
sj,1995,48,29
sj,1995,49,29
sj,1995,50,22
sj,1995,51,20
sj,1996,1,27
sj,1996,2,20
sj,1996,3,27
sj,1996,4,17
sj,1996,5,24
sj,1996,6,21
sj,1996,7,20
sj,1996,8,19
sj,1996,9,22
sj,1996,10,17
sj,1996,11,19
sj,1996,12,9
sj,1996,13,8
sj,1996,14,10
sj,1996,15,15
sj,1996,16,16
sj,1996,17,15
sj,1996,18,14
sj,1996,19,11
sj,1996,20,18
sj,1996,21,14
sj,1996,22,14
sj,1996,23,8
sj,1996,24,14
sj,1996,25,18
sj,1996,26,17
sj,1996,27,11
sj,1996,28,17
sj,1996,29,23
sj,1996,30,20
sj,1996,31,22
sj,1996,32,20
sj,1996,33,21
sj,1996,34,35
sj,1996,35,36
sj,1996,36,30
sj,1996,37,41
sj,1996,38,29
sj,1996,39,34
sj,1996,40,27
sj,1996,41,25
sj,1996,42,28
sj,1996,43,28
sj,1996,44,31
sj,1996,45,27
sj,1996,46,34
sj,1996,47,36
sj,1996,48,32
sj,1996,49,20
sj,1996,50,25
sj,1996,51,23
sj,1996,52,23
sj,1997,1,27
sj,1997,2,24
sj,1997,3,28
sj,1997,4,23
sj,1997,5,28
sj,1997,6,21
sj,1997,7,21
sj,1997,8,23
sj,1997,9,25
sj,1997,10,21
sj,1997,11,16
sj,1997,12,14
sj,1997,13,14
sj,1997,14,16
sj,1997,15,17
sj,1997,16,18
sj,1997,17,15
sj,1997,18,15
sj,1997,19,13
sj,1997,20,15
sj,1997,21,12
sj,1997,22,10
sj,1997,23,17
sj,1997,24,10
sj,1997,25,12
sj,1997,26,17
sj,1997,27,15
sj,1997,28,23
sj,1997,29,9
sj,1997,30,27
sj,1997,31,15
sj,1997,32,21
sj,1997,33,17
sj,1997,34,30
sj,1997,35,31
sj,1997,36,43
sj,1997,37,66
sj,1997,38,33
sj,1997,39,33
sj,1997,40,43
sj,1997,41,45
sj,1997,42,52
sj,1997,43,58
sj,1997,44,83
sj,1997,45,64
sj,1997,46,44
sj,1997,47,41
sj,1997,48,39
sj,1997,49,56
sj,1997,50,47
sj,1997,51,43
sj,1997,52,56
sj,1998,1,46
sj,1998,2,53
sj,1998,3,45
sj,1998,4,40
sj,1998,5,45
sj,1998,6,53
sj,1998,7,51
sj,1998,8,47
sj,1998,9,33
sj,1998,10,39
sj,1998,11,35
sj,1998,12,28
sj,1998,13,32
sj,1998,14,25
sj,1998,15,28
sj,1998,16,37
sj,1998,17,28
sj,1998,18,30
sj,1998,19,32
sj,1998,20,36
sj,1998,21,48
sj,1998,22,46
sj,1998,23,44
sj,1998,24,71
sj,1998,25,57
sj,1998,26,80
sj,1998,27,93
sj,1998,28,95
sj,1998,29,104
sj,1998,30,129
sj,1998,31,173
sj,1998,32,215
sj,1998,33,201
sj,1998,34,197
sj,1998,35,145
sj,1998,36,143
sj,1998,37,83
sj,1998,38,51
sj,1998,39,67
sj,1998,40,77
sj,1998,41,102
sj,1998,42,64
sj,1998,43,56
sj,1998,44,52
sj,1998,45,58
sj,1998,46,53
sj,1998,47,113
sj,1998,48,65
sj,1998,49,50
sj,1998,50,72
sj,1998,51,63
sj,1998,52,53
sj,1999,53,22
sj,1999,1,42
sj,1999,2,63
sj,1999,3,55
sj,1999,4,37
sj,1999,5,40
sj,1999,6,39
sj,1999,7,24
sj,1999,8,29
sj,1999,9,29
sj,1999,10,26
sj,1999,11,13
sj,1999,12,14
sj,1999,13,23
sj,1999,14,10
sj,1999,15,17
sj,1999,16,16
sj,1999,17,11
sj,1999,18,23
sj,1999,19,13
sj,1999,20,21
sj,1999,21,17
sj,1999,22,13
sj,1999,23,22
sj,1999,24,20
sj,1999,25,15
sj,1999,26,26
sj,1999,27,24
sj,1999,28,18
sj,1999,29,25
sj,1999,30,25
sj,1999,31,32
sj,1999,32,39
sj,1999,33,41
sj,1999,34,31
sj,1999,35,26
sj,1999,36,44
sj,1999,37,52
sj,1999,38,49
sj,1999,39,43
sj,1999,40,46
sj,1999,41,38
sj,1999,42,44
sj,1999,43,64
sj,1999,44,36
sj,1999,45,37
sj,1999,46,43
sj,1999,47,36
sj,1999,48,32
sj,1999,49,47
sj,1999,50,19
sj,1999,51,20
sj,2000,52,18
sj,2000,1,23
sj,2000,2,24
sj,2000,3,24
sj,2000,4,17
sj,2000,5,18
sj,2000,6,12
sj,2000,7,15
sj,2000,8,11
sj,2000,9,10
sj,2000,10,9
sj,2000,11,18
sj,2000,12,15
sj,2000,13,6
sj,2000,14,9
sj,2000,15,10
sj,2000,16,12
sj,2000,17,11
sj,2000,18,10
sj,2000,19,7
sj,2000,20,6
sj,2000,21,8
sj,2000,22,13
sj,2000,23,15
sj,2000,24,14
sj,2000,25,9
sj,2000,26,17
sj,2000,27,13
sj,2000,28,15
sj,2000,29,13
sj,2000,30,13
sj,2000,31,16
sj,2000,32,16
sj,2000,33,68
sj,2000,34,17
sj,2000,35,27
sj,2000,36,17
sj,2000,37,20
sj,2000,38,23
sj,2000,39,26
sj,2000,40,23
sj,2000,41,26
sj,2000,42,23
sj,2000,43,22
sj,2000,44,25
sj,2000,45,26
sj,2000,46,30
sj,2000,47,23
sj,2000,48,34
sj,2000,49,28
sj,2000,50,21
sj,2000,51,31
sj,2001,1,23
sj,2001,2,18
sj,2001,3,16
sj,2001,4,20
sj,2001,5,17
sj,2001,6,11
sj,2001,7,15
sj,2001,8,35
sj,2001,9,13
sj,2001,10,18
sj,2001,11,17
sj,2001,12,12
sj,2001,13,27
sj,2001,14,13
sj,2001,15,10
sj,2001,16,10
sj,2001,17,12
sj,2001,18,10
sj,2001,19,23
sj,2001,20,33
sj,2001,21,17
sj,2001,22,7
sj,2001,23,17
sj,2001,24,14
sj,2001,25,12
sj,2001,26,17
sj,2001,27,18
sj,2001,28,18
sj,2001,29,20
sj,2001,30,21
sj,2001,31,22
sj,2001,32,33
sj,2001,33,62
sj,2001,34,50
sj,2001,35,97
sj,2001,36,51
sj,2001,37,50
sj,2001,38,49
sj,2001,39,53
sj,2001,40,61
sj,2001,41,62
sj,2001,42,53
sj,2001,43,49
sj,2001,44,54
sj,2001,45,56
sj,2001,46,71
sj,2001,47,54
sj,2001,48,41
sj,2001,49,22
sj,2001,50,32
sj,2001,51,31
sj,2001,52,30
sj,2002,1,31
sj,2002,2,36
sj,2002,3,28
sj,2002,4,31
sj,2002,5,28
sj,2002,6,20
sj,2002,7,25
sj,2002,8,18
sj,2002,9,19
sj,2002,10,11
sj,2002,11,15
sj,2002,12,9
sj,2002,13,16
sj,2002,14,8
sj,2002,15,10
sj,2002,16,11
sj,2002,17,11
sj,2002,18,12
sj,2002,19,15
sj,2002,20,11
sj,2002,21,15
sj,2002,22,13
sj,2002,23,8
sj,2002,24,12
sj,2002,25,8
sj,2002,26,14
sj,2002,27,11
sj,2002,28,12
sj,2002,29,9
sj,2002,30,13
sj,2002,31,21
sj,2002,32,14
sj,2002,33,27
sj,2002,34,16
sj,2002,35,33
sj,2002,36,23
sj,2002,37,18
sj,2002,38,37
sj,2002,39,15
sj,2002,40,28
sj,2002,41,16
sj,2002,42,12
sj,2002,43,13
sj,2002,44,12
sj,2002,45,18
sj,2002,46,18
sj,2002,47,11
sj,2002,48,18
sj,2002,49,11
sj,2002,50,26
sj,2002,51,13
sj,2002,52,10
sj,2003,1,19
sj,2003,2,14
sj,2003,3,10
sj,2003,4,15
sj,2003,5,10
sj,2003,6,11
sj,2003,7,20
sj,2003,8,10
sj,2003,9,11
sj,2003,10,11
sj,2003,11,12
sj,2003,12,11
sj,2003,13,13
sj,2003,14,9
sj,2003,15,8
sj,2003,16,11
sj,2003,17,9
sj,2003,18,13
sj,2003,19,17
sj,2003,20,9
sj,2003,21,13
sj,2003,22,16
sj,2003,23,14
sj,2003,24,19
sj,2003,25,15
sj,2003,26,18
sj,2003,27,14
sj,2003,28,24
sj,2003,29,28
sj,2003,30,17
sj,2003,31,28
sj,2003,32,29
sj,2003,33,24
sj,2003,34,40
sj,2003,35,35
sj,2003,36,65
sj,2003,37,37
sj,2003,38,32
sj,2003,39,48
sj,2003,40,47
sj,2003,41,33
sj,2003,42,43
sj,2003,43,40
sj,2003,44,37
sj,2003,45,37
sj,2003,46,38
sj,2003,47,31
sj,2003,48,33
sj,2003,49,28
sj,2003,50,35
sj,2003,51,18
sj,2003,52,18
sj,2004,1,20
sj,2004,2,20
sj,2004,3,15
sj,2004,4,15
sj,2004,5,20
sj,2004,6,12
sj,2004,7,18
sj,2004,8,11
sj,2004,9,14
sj,2004,10,8
sj,2004,11,13
sj,2004,12,15
sj,2004,13,17
sj,2004,14,11
sj,2004,15,7
sj,2004,16,6
sj,2004,17,16
sj,2004,18,15
sj,2004,19,25
sj,2004,20,23
sj,2004,21,16
sj,2004,22,26
sj,2004,23,14
sj,2004,24,16
sj,2004,25,19
sj,2004,26,13
sj,2004,27,10
sj,2004,28,20
sj,2004,29,29
sj,2004,30,14
sj,2004,31,14
sj,2004,32,22
sj,2004,33,24
sj,2004,34,31
sj,2004,35,18
sj,2004,36,25
sj,2004,37,25
sj,2004,38,22
sj,2004,39,40
sj,2004,40,19
sj,2004,41,34
sj,2004,42,27
sj,2004,43,25
sj,2004,44,22
sj,2004,45,41
sj,2004,46,14
sj,2004,47,22
sj,2004,48,15
sj,2004,49,19
sj,2004,50,16
sj,2004,51,19
sj,2004,52,14
sj,2005,53,22
sj,2005,1,17
sj,2005,2,19
sj,2005,3,13
sj,2005,4,12
sj,2005,5,12
sj,2005,6,11
sj,2005,7,15
sj,2005,8,14
sj,2005,9,7
sj,2005,10,7
sj,2005,11,11
sj,2005,12,7
sj,2005,13,12
sj,2005,14,8
sj,2005,15,7
sj,2005,16,10
sj,2005,17,17
sj,2005,18,7
sj,2005,19,11
sj,2005,20,15
sj,2005,21,24
sj,2005,22,44
sj,2005,23,25
sj,2005,24,25
sj,2005,25,50
sj,2005,26,32
sj,2005,27,35
sj,2005,28,43
sj,2005,29,49
sj,2005,30,75
sj,2005,31,86
sj,2005,32,76
sj,2005,33,103
sj,2005,34,99
sj,2005,35,119
sj,2005,36,91
sj,2005,37,98
sj,2005,38,71
sj,2005,39,93
sj,2005,40,45
sj,2005,41,46
sj,2005,42,65
sj,2005,43,79
sj,2005,44,41
sj,2005,45,47
sj,2005,46,36
sj,2005,47,28
sj,2005,48,26
sj,2005,49,15
sj,2005,50,19
sj,2005,51,12
sj,2006,52,20
sj,2006,1,15
sj,2006,2,16
sj,2006,3,21
sj,2006,4,13
sj,2006,5,11
sj,2006,6,11
sj,2006,7,7
sj,2006,8,15
sj,2006,9,9
sj,2006,10,5
sj,2006,11,6
sj,2006,12,6
sj,2006,13,12
sj,2006,14,8
sj,2006,15,11
sj,2006,16,8
sj,2006,17,13
sj,2006,18,17
sj,2006,19,10
sj,2006,20,16
sj,2006,21,16
sj,2006,22,8
sj,2006,23,9
sj,2006,24,15
sj,2006,25,22
sj,2006,26,20
sj,2006,27,14
sj,2006,28,15
sj,2006,29,15
sj,2006,30,21
sj,2006,31,31
sj,2006,32,27
sj,2006,33,24
sj,2006,34,28
sj,2006,35,27
sj,2006,36,29
sj,2006,37,26
sj,2006,38,35
sj,2006,39,34
sj,2006,40,60
sj,2006,41,20
sj,2006,42,32
sj,2006,43,32
sj,2006,44,54
sj,2006,45,21
sj,2006,46,20
sj,2006,47,20
sj,2006,48,27
sj,2006,49,26
sj,2006,50,19
sj,2006,51,19
sj,2007,1,22
sj,2007,2,14
sj,2007,3,20
sj,2007,4,15
sj,2007,5,11
sj,2007,6,16
sj,2007,7,14
sj,2007,8,17
sj,2007,9,19
sj,2007,10,14
sj,2007,11,14
sj,2007,12,16
sj,2007,13,15
sj,2007,14,9
sj,2007,15,12
sj,2007,16,9
sj,2007,17,17
sj,2007,18,16
sj,2007,19,16
sj,2007,20,19
sj,2007,21,17
sj,2007,22,37
sj,2007,23,28
sj,2007,24,27
sj,2007,25,31
sj,2007,26,32
sj,2007,27,39
sj,2007,28,29
sj,2007,29,47
sj,2007,30,34
sj,2007,31,32
sj,2007,32,64
sj,2007,33,70
sj,2007,34,68
sj,2007,35,75
sj,2007,36,66
sj,2007,37,79
sj,2007,38,84
sj,2007,39,78
sj,2007,40,119
sj,2007,41,102
sj,2007,42,97
sj,2007,43,54
sj,2007,44,42
sj,2007,45,38
sj,2007,46,37
sj,2007,47,36
sj,2007,48,23
sj,2007,49,23
sj,2007,50,15
sj,2007,51,18
sj,2007,52,16
sj,2008,1,18
sj,2008,2,15
sj,2008,3,18
sj,2008,4,13
sj,2008,5,12
sj,2008,6,9
sj,2008,7,7
sj,2008,8,11
sj,2008,9,11
sj,2008,10,4
sj,2008,11,6
sj,2008,12,9
sj,2008,13,7
sj,2008,14,9
sj,2008,15,8
sj,2008,16,10
sj,2008,17,10
iq,2000,26,3
iq,2000,27,2
iq,2000,28,3
iq,2000,29,2
iq,2000,30,1
iq,2000,31,1
iq,2000,32,1
iq,2000,33,1
iq,2000,34,1
iq,2000,35,1
iq,2000,36,3
iq,2000,37,1
iq,2000,38,3
iq,2000,39,1
iq,2000,40,1
iq,2000,41,2
iq,2000,42,3
iq,2000,43,1
iq,2000,44,2
iq,2000,45,3
iq,2000,46,6
iq,2000,47,3
iq,2000,48,1
iq,2000,49,1
iq,2000,50,2
iq,2000,51,3
iq,2001,1,3
iq,2001,2,1
iq,2001,3,6
iq,2001,4,2
iq,2001,5,4
iq,2001,6,3
iq,2001,7,2
iq,2001,8,2
iq,2001,9,3
iq,2001,10,3
iq,2001,11,3
iq,2001,12,2
iq,2001,13,2
iq,2001,14,2
iq,2001,15,2
iq,2001,16,4
iq,2001,17,3
iq,2001,18,1
iq,2001,19,3
iq,2001,20,9
iq,2001,21,3
iq,2001,22,2
iq,2001,23,1
iq,2001,24,2
iq,2001,25,2
iq,2001,26,2
iq,2001,27,1
iq,2001,28,1
iq,2001,29,1
iq,2001,30,1
iq,2001,31,2
iq,2001,32,2
iq,2001,33,2
iq,2001,34,1
iq,2001,35,1
iq,2001,36,1
iq,2001,37,1
iq,2001,38,3
iq,2001,39,1
iq,2001,40,2
iq,2001,41,5
iq,2001,42,5
iq,2001,43,4
iq,2001,44,4
iq,2001,45,5
iq,2001,46,3
iq,2001,47,5
iq,2001,48,4
iq,2001,49,5
iq,2001,50,4
iq,2001,51,6
iq,2001,52,6
iq,2002,1,6
iq,2002,2,9
iq,2002,3,13
iq,2002,4,19
iq,2002,5,12
iq,2002,6,12
iq,2002,7,19
iq,2002,8,8
iq,2002,9,8
iq,2002,10,10
iq,2002,11,8
iq,2002,12,10
iq,2002,13,7
iq,2002,14,12
iq,2002,15,11
iq,2002,16,16
iq,2002,17,11
iq,2002,18,10
iq,2002,19,18
iq,2002,20,11
iq,2002,21,7
iq,2002,22,12
iq,2002,23,2
iq,2002,24,10
iq,2002,25,8
iq,2002,26,4
iq,2002,27,7
iq,2002,28,5
iq,2002,29,4
iq,2002,30,4
iq,2002,31,6
iq,2002,32,6
iq,2002,33,6
iq,2002,34,4
iq,2002,35,6
iq,2002,36,14
iq,2002,37,8
iq,2002,38,15
iq,2002,39,13
iq,2002,40,14
iq,2002,41,13
iq,2002,42,20
iq,2002,43,20
iq,2002,44,21
iq,2002,45,20
iq,2002,46,15
iq,2002,47,19
iq,2002,48,11
iq,2002,49,27
iq,2002,50,25
iq,2002,51,18
iq,2002,52,12
iq,2003,1,9
iq,2003,2,7
iq,2003,3,7
iq,2003,4,2
iq,2003,5,3
iq,2003,6,5
iq,2003,7,4
iq,2003,8,14
iq,2003,9,6
iq,2003,10,5
iq,2003,11,4
iq,2003,12,5
iq,2003,13,6
iq,2003,14,2
iq,2003,15,4
iq,2003,16,4
iq,2003,17,3
iq,2003,18,10
iq,2003,19,4
iq,2003,20,3
iq,2003,21,2
iq,2003,22,6
iq,2003,23,7
iq,2003,24,4
iq,2003,25,4
iq,2003,26,5
iq,2003,27,5
iq,2003,28,2
iq,2003,29,5
iq,2003,30,2
iq,2003,31,2
iq,2003,32,1
iq,2003,33,1
iq,2003,34,1
iq,2003,35,1
iq,2003,36,3
iq,2003,37,1
iq,2003,38,4
iq,2003,39,3
iq,2003,40,5
iq,2003,41,7
iq,2003,42,6
iq,2003,43,6
iq,2003,44,5
iq,2003,45,3
iq,2003,46,4
iq,2003,47,4
iq,2003,48,4
iq,2003,49,5
iq,2003,50,8
iq,2003,51,7
iq,2003,52,5
iq,2004,1,17
iq,2004,2,7
iq,2004,3,9
iq,2004,4,6
iq,2004,5,4
iq,2004,6,5
iq,2004,7,4
iq,2004,8,4
iq,2004,9,7
iq,2004,10,5
iq,2004,11,4
iq,2004,12,5
iq,2004,13,6
iq,2004,14,5
iq,2004,15,9
iq,2004,16,6
iq,2004,17,8
iq,2004,18,10
iq,2004,19,6
iq,2004,20,7
iq,2004,21,5
iq,2004,22,6
iq,2004,23,6
iq,2004,24,9
iq,2004,25,9
iq,2004,26,2
iq,2004,27,8
iq,2004,28,3
iq,2004,29,9
iq,2004,30,6
iq,2004,31,5
iq,2004,32,4
iq,2004,33,5
iq,2004,34,5
iq,2004,35,5
iq,2004,36,7
iq,2004,37,10
iq,2004,38,8
iq,2004,39,9
iq,2004,40,17
iq,2004,41,6
iq,2004,42,14
iq,2004,43,21
iq,2004,44,7
iq,2004,45,17
iq,2004,46,28
iq,2004,47,25
iq,2004,48,16
iq,2004,49,58
iq,2004,50,79
iq,2004,51,26
iq,2004,52,9
iq,2005,53,22
iq,2005,1,9
iq,2005,2,7
iq,2005,3,11
iq,2005,4,7
iq,2005,5,9
iq,2005,6,10
iq,2005,7,9
iq,2005,8,10
iq,2005,9,8
iq,2005,10,15
iq,2005,11,7
iq,2005,12,11
iq,2005,13,11
iq,2005,14,14
iq,2005,15,8
iq,2005,16,9
iq,2005,17,4
iq,2005,18,14
iq,2005,19,8
iq,2005,20,6
iq,2005,21,6
iq,2005,22,6
iq,2005,23,10
iq,2005,24,3
iq,2005,25,3
iq,2005,26,5
iq,2005,27,6
iq,2005,28,4
iq,2005,29,5
iq,2005,30,4
iq,2005,31,5
iq,2005,32,5
iq,2005,33,4
iq,2005,34,1
iq,2005,35,3
iq,2005,36,2
iq,2005,37,3
iq,2005,38,3
iq,2005,39,5
iq,2005,40,4
iq,2005,41,4
iq,2005,42,5
iq,2005,43,4
iq,2005,44,8
iq,2005,45,6
iq,2005,46,13
iq,2005,47,5
iq,2005,48,8
iq,2005,49,9
iq,2005,50,7
iq,2005,51,7
iq,2006,52,8
iq,2006,1,16
iq,2006,2,17
iq,2006,3,11
iq,2006,4,20
iq,2006,5,29
iq,2006,6,16
iq,2006,7,16
iq,2006,8,21
iq,2006,9,20
iq,2006,10,8
iq,2006,11,10
iq,2006,12,11
iq,2006,13,15
iq,2006,14,8
iq,2006,15,8
iq,2006,16,7
iq,2006,17,5
iq,2006,18,11
iq,2006,19,5
iq,2006,20,6
iq,2006,21,5
iq,2006,22,4
iq,2006,23,3
iq,2006,24,3
iq,2006,25,2
iq,2006,26,2
iq,2006,27,3
iq,2006,28,3
iq,2006,29,2
iq,2006,30,3
iq,2006,31,5
iq,2006,32,2
iq,2006,33,4
iq,2006,34,3
iq,2006,35,2
iq,2006,36,5
iq,2006,37,3
iq,2006,38,3
iq,2006,39,8
iq,2006,40,3
iq,2006,41,14
iq,2006,42,7
iq,2006,43,8
iq,2006,44,7
iq,2006,45,5
iq,2006,46,11
iq,2006,47,15
iq,2006,48,9
iq,2006,49,6
iq,2006,50,4
iq,2006,51,7
iq,2007,1,4
iq,2007,2,13
iq,2007,3,7
iq,2007,4,11
iq,2007,5,7
iq,2007,6,11
iq,2007,7,7
iq,2007,8,6
iq,2007,9,9
iq,2007,10,5
iq,2007,11,7
iq,2007,12,7
iq,2007,13,6
iq,2007,14,7
iq,2007,15,10
iq,2007,16,5
iq,2007,17,9
iq,2007,18,5
iq,2007,19,5
iq,2007,20,8
iq,2007,21,8
iq,2007,22,8
iq,2007,23,4
iq,2007,24,3
iq,2007,25,4
iq,2007,26,3
iq,2007,27,3
iq,2007,28,3
iq,2007,29,2
iq,2007,30,6
iq,2007,31,5
iq,2007,32,3
iq,2007,33,3
iq,2007,34,6
iq,2007,35,3
iq,2007,36,5
iq,2007,37,6
iq,2007,38,8
iq,2007,39,3
iq,2007,40,7
iq,2007,41,10
iq,2007,42,8
iq,2007,43,6
iq,2007,44,10
iq,2007,45,11
iq,2007,46,8
iq,2007,47,6
iq,2007,48,10
iq,2007,49,18
iq,2007,50,19
iq,2007,51,19
iq,2007,52,8
iq,2008,1,24
iq,2008,2,40
iq,2008,3,20
iq,2008,4,30
iq,2008,5,34
iq,2008,6,27
iq,2008,7,16
iq,2008,8,21
iq,2008,9,26
iq,2008,10,19
iq,2008,11,9
iq,2008,12,6
iq,2008,13,9
iq,2008,14,7
iq,2008,15,5
iq,2008,16,4
iq,2008,17,8
iq,2008,18,4
iq,2008,19,2
iq,2008,20,2
iq,2008,21,4
iq,2008,22,3
iq,2008,23,2
iq,2008,24,1
iq,2008,25,4
iq,2008,26,2
iq,2008,27,1
iq,2008,28,3
iq,2008,29,4
iq,2008,30,2
iq,2008,31,5
iq,2008,32,4
iq,2008,33,7
iq,2008,34,9
iq,2008,35,4
iq,2008,36,9
iq,2008,37,16
iq,2008,38,13
iq,2008,39,23
iq,2008,40,33
iq,2008,41,25
iq,2008,42,40
iq,2008,43,31
iq,2008,44,33
iq,2008,45,28
iq,2008,46,15
iq,2008,47,15
iq,2008,48,11
iq,2008,49,10
iq,2008,50,12
iq,2008,51,5
iq,2008,52,3
iq,2009,1,18
iq,2009,2,11
iq,2009,3,15
iq,2009,4,20
iq,2009,5,26
iq,2009,6,22
iq,2009,7,15
iq,2009,8,18
iq,2009,9,11
iq,2009,10,10
iq,2009,11,10
iq,2009,12,10
iq,2009,13,7
iq,2009,14,11
iq,2009,15,6
iq,2009,16,5
iq,2009,17,10
iq,2009,18,7
iq,2009,19,6
